2600
-2200425508125/16777216 7239065835625/33554432 975637788125/8388608 -4545988695625/33554432
4550618223125/33554432 -5716708440625/33554432 7685386320625/33554432 -774138714375/8388608
-161813234375/4194304 -4234581446875/33554432 -6489093284375/33554432 -6184573126875/33554432
-4315558674375/33554432 6467158595625/33554432 297696595625/16777216 -1380361279375/8388608
1586956938125/16777216 517462700625/16777216 -760777980625/33554432 -81191816875/2097152
1472253631875/33554432 4268271288125/33554432 -445486543125/4194304 1716324244375/8388608
-784323905625/4194304 -4271878755625/16777216 3707871334375/33554432 -1167979450625/33554432
-6575392224375/33554432 6977534906875/33554432 2118935398125/33554432 -67652381875/2097152
2945532029375/16777216 -6780621193125/33554432 -2931111893125/33554432 -16777060625/524288
481957393125/33554432 3464067286875/33554432 1329906865625/33554432 -266896264375/4194304
2203213715625/33554432 1829570851875/33554432 155272446875/33554432 -1416596715625/33554432
-7711572561875/33554432 1399249434375/33554432 7648183928125/33554432 -1607148976875/8388608
486039360625/33554432 -1384979480625/33554432 -6569274131875/33554432 4672061980625/33554432
-8358711213125/33554432 823003715625/16777216 7068035154375/33554432 7932282450625/33554432
1630513340625/8388608 -1870558503125/33554432 2008032073125/33554432 205317783125/2097152
2294575505625/33554432 -58024354375/16777216 1497424719375/16777216 -289392926875/33554432
-2813796155625/16777216 -194350771875/4194304 8551187246875/33554432 658529974375/33554432
-859676390625/8388608 -5227990535625/33554432 -2630932630625/33554432 6636084658125/33554432
-3393479594375/33554432 -1685118069375/8388608 280361485625/16777216 -588580760625/8388608
1082794236875/4194304 412001500625/16777216 -620418394375/8388608 -7779503948125/33554432
-3850630379375/33554432 -41187631875/4194304 330712971875/16777216 -4510920383125/33554432
-7562977085625/33554432 -553619584375/4194304 -5123407534375/33554432 497429879375/33554432
477249735625/4194304 -5208965474375/33554432 8720281171875/33554432 -66753204375/4194304
153874703125/8388608 -1799990343125/8388608 -6832533394375/33554432 907758190625/8388608
1829410513125/8388608 -1152642164375/8388608 2050208298125/16777216 -4756034196875/33554432
-5919208611875/33554432 115994003125/16777216 8507350873125/33554432 7704054726875/33554432
2435045120625/16777216 -2733232539375/16777216 38055493125/1048576 -2042717080625/8388608
-1145598650625/33554432 -421898351875/33554432 -3128454363125/33554432 -3765202780625/16777216
4466441061875/33554432 8520385550625/33554432 -11900809375/8388608 4464529818125/33554432
2703417266875/16777216 782221935625/8388608 2206287841875/16777216 6298585206875/33554432
3950303394375/33554432 -5165097169375/33554432 4463223691875/33554432 -621403826875/4194304
-2543816689375/16777216 -1876143368125/16777216 -6104950970625/33554432 -2642753368125/16777216
38873534375/8388608 1274274113125/16777216 51685294375/1048576 -2276740301875/33554432
7194599026875/33554432 5163740343125/33554432 -1471809925625/33554432 237551510625/33554432
5652990598125/33554432 -6171783515625/33554432 -596432435625/33554432 1228222864375/8388608
-2824047874375/16777216 4075952148125/33554432 7715924393125/33554432 5780868510625/33554432
3579788996875/16777216 8489698189375/33554432 3077955018125/16777216 -260371141875/1048576
322348089375/8388608 -2830425576875/16777216 -1072186610625/33554432 -2993263430625/16777216
1041759850625/16777216 -1942734389375/8388608 -8541246309375/33554432 4649749170625/33554432
1647060260625/33554432 -903293096875/33554432 -2638165440625/16777216 1968830670625/8388608
2145870959375/33554432 215300791875/8388608 -2075435139375/8388608 2009914976875/16777216
-1791810856875/8388608 -17091904375/262144 1945958893125/16777216 6697013935625/33554432
4761027464375/33554432 8434228879375/33554432 52083191875/33554432 -7957863720625/33554432
64076764375/2097152 2671102419375/33554432 -5204654430625/33554432 -899160136875/4194304
-1613345800625/16777216 -19427078125/2097152 -1584974080625/33554432 -3753716776875/33554432
-1844164245625/8388608 -80524120625/16777216 -5936101803125/33554432 2556206908125/16777216
113516333125/33554432 7597771390625/33554432 -3087371909375/16777216 -1398954545625/33554432
1559013129375/8388608 -3682817360625/16777216 3548196981875/16777216 7715369260625/33554432
-2424495571875/33554432 5153061671875/33554432 102256643125/16777216 2846291768125/33554432
-1144310773125/16777216 996809831875/8388608 1051043215625/4194304 3338096051875/33554432
-1711039695625/8388608 476564960625/8388608 1986037714375/8388608 5600846346875/33554432
2837479523125/33554432 5412887374375/33554432 1959574199375/16777216 7642865400625/33554432
8443520726875/33554432 1594473765625/16777216 8219302593125/33554432 8720831461875/33554432
178220046875/33554432 3963044629375/33554432 -645642538125/33554432 -631009461875/8388608
95269500625/524288 4109687196875/33554432 -6743427835625/33554432 3499502378125/16777216
-4093692598125/33554432 1904503891875/33554432 -3518268284375/33554432 1375650761875/33554432
154466999375/8388608 4004625145625/16777216 7077459536875/33554432 -1225039668125/8388608
-1330482554375/16777216 -1829165771875/8388608 -2682987669375/33554432 -1049931146875/16777216
1212256833125/16777216 5230549163125/33554432 492195916875/8388608 5306226761875/33554432
3841549099375/16777216 -1290384411875/33554432 1218268894375/8388608 -196189865625/2097152
-46105791875/16777216 -370820051875/4194304 6635555216875/33554432 -115821574375/33554432
-7489380770625/33554432 -207403454375/4194304 -1755588306875/33554432 -3254854143125/16777216
-6199668011875/33554432 -1003386320625/4194304 -1509737441875/16777216 4410597709375/33554432
-89784361875/4194304 648330401875/8388608 -2195894049375/33554432 -1868763544375/33554432
-6580819756875/33554432 -2119175849375/16777216 -2887013813125/16777216 -126487830625/4194304
-1889494644375/16777216 5496095060625/33554432 -2068123614375/33554432 1952741870625/33554432
368350994375/16777216 811917218125/4194304 -1771508984375/33554432 -1529392694375/33554432
3617386816875/33554432 -10522955625/1048576 329652805625/4194304 -135131270625/524288
-8600155191875/33554432 399027809375/4194304 -3870651971875/16777216 -2078661040625/16777216
-7035634506875/33554432 -2380681623125/33554432 -5265521291875/33554432 2471254248125/33554432
1485526274375/8388608 -1330477143125/33554432 -4083315738125/16777216 -773467231875/33554432
-922390340625/8388608 -58970851875/16777216 -511157781875/2097152 7324978334375/33554432
-1095258311875/33554432 7916702876875/33554432 5559444450625/33554432 2053497395625/33554432
1737796441875/8388608 -938847560625/33554432 5849384019375/33554432 89061984375/4194304
-669315538125/33554432 4082137158125/33554432 1554571663125/16777216 -3909985356875/33554432
1534663186875/8388608 -1548276835625/16777216 561256564375/4194304 3945921094375/16777216
-6283310548125/33554432 8654262963125/33554432 8270731210625/33554432 8436274705625/33554432
-3948576003125/33554432 -4336570444375/16777216 138429013125/33554432 2805894365625/33554432
5618141124375/33554432 189272451875/16777216 -910579645625/16777216 -5326134490625/33554432
-5500010741875/33554432 -1371378913125/16777216 -6160480860625/33554432 3250231538125/33554432
1445525063125/8388608 -490727615625/4194304 417710515625/8388608 -2059954446875/8388608
768243506875/33554432 -1637357271875/8388608 -3710716888125/16777216 3852106708125/16777216
156779276875/4194304 -3643164939375/33554432 -6991870169375/33554432 19779345625/262144
4738311248125/33554432 -16143034375/16777216 5519628911875/33554432 -5364652645625/33554432
5170866146875/33554432 -2237608319375/33554432 -5556115426875/33554432 -767130804375/33554432
-26551988125/4194304 -8620250835625/33554432 5988157134375/33554432 -1418916451875/33554432
-2527359241875/33554432 -7527395143125/33554432 3067226491875/33554432 21148765625/4194304
217172028125/8388608 3791757409375/16777216 124196353125/8388608 6797675779375/33554432
4080905879375/33554432 -4145034326875/33554432 8131376914375/33554432 -1986667791875/16777216
-1079150678125/4194304 1435750135625/16777216 -2801525975625/16777216 -7331536233125/33554432
7479844848125/33554432 -1676424676875/16777216 4762926374375/33554432 1809840231875/8388608
3925646846875/16777216 -4834342930625/33554432 -449098430625/2097152 -1391556408125/33554432
6959243224375/33554432 344509091875/4194304 3332779523125/16777216 1144738911875/33554432
4140648208125/33554432 -7582887723125/33554432 64943815625/8388608 -2411213325625/16777216
850793571875/8388608 1392108908125/33554432 799499861875/8388608 -5993989405625/33554432
3878715043125/16777216 -893896095625/16777216 -4347063264375/16777216 2468486531875/16777216
655228884375/16777216 -5955210048125/33554432 5845224328125/33554432 7825179375/8388608
1875395315625/8388608 5926083060625/33554432 -2711212456875/16777216 2650545275625/16777216
2130131193125/33554432 2634150650625/33554432 -325738196875/4194304 7226634146875/33554432
4168622014375/33554432 -634313346875/8388608 -6073432454375/33554432 -2975135954375/33554432
1020283070625/16777216 1620614051875/33554432 2366194390625/16777216 -1975757818125/8388608
-6890548868125/33554432 -2026361975625/16777216 3636877391875/33554432 -69027863125/16777216
130364723125/2097152 288609985625/8388608 -1231453055625/16777216 -2802232558125/33554432
6467579243125/33554432 7695616361875/33554432 -2302246659375/16777216 7999213714375/33554432
2695849170625/33554432 5766953798125/33554432 -1474259109375/33554432 7303460019375/33554432
-172461453125/2097152 -5310046161875/33554432 -3783028981875/33554432 3712825179375/33554432
-173144603125/1048576 -332929536875/16777216 -2071800241875/8388608 5537485858125/33554432
5570246020625/33554432 7431027004375/33554432 3389559834375/16777216 -4535835321875/33554432
-1977913445625/8388608 418921611875/4194304 4283283330625/33554432 -5488945873125/33554432
-6290969644375/33554432 2935421198125/33554432 64020913125/8388608 -8158285289375/33554432
8096449034375/33554432 -1516525895625/8388608 2504221321875/33554432 -7720082979375/33554432
985760075625/8388608 554971178125/16777216 8399470031875/33554432 2567746325625/33554432
-4373473820625/33554432 -906823588125/16777216 -431664618125/33554432 3125234750625/33554432
1781757550625/8388608 6744562313125/33554432 2648509979375/33554432 -2249063529375/33554432
-2180858281875/33554432 -6294183926875/33554432 3844936428125/33554432 -74245526875/33554432
-38342581875/2097152 -287816741875/2097152 -3696858189375/33554432 835964861875/4194304
-693867776875/16777216 -1646570128125/33554432 -1039539548125/8388608 4507513538125/33554432
-1832629053125/8388608 -2420464678125/16777216 1851984769375/33554432 3366992240625/16777216
5079838489375/33554432 3342140449375/33554432 7485234583125/33554432 2495974918125/33554432
-3973322689375/16777216 -3798534715625/33554432 -2469351454375/16777216 1454479690625/8388608
-4134697344375/33554432 2369835771875/33554432 -2275779553125/16777216 382929519375/2097152
1824990383125/33554432 -3972064045625/16777216 2164864674375/33554432 -859035084375/16777216
7918560154375/33554432 -6585958770625/33554432 3797744120625/33554432 5828130108125/33554432
-3141463901875/16777216 -2673230616875/16777216 -855109978125/16777216 -4109476174375/33554432
5298192095625/33554432 3164186650625/16777216 -975244619375/4194304 -743777246875/16777216
-5103490039375/33554432 1048306358125/16777216 6809818283125/33554432 -3962860061875/33554432
-3132436376875/16777216 -29855499375/1048576 -2341774313125/16777216 667636978125/8388608
-402259398125/8388608 -12345458125/524288 -456393185625/4194304 -1598118413125/33554432
-354968534375/16777216 7479395844375/33554432 -8460315313125/33554432 -653740238125/8388608
-405842864375/2097152 7919417309375/33554432 -3528662141875/16777216 7097900590625/33554432
-6417707733125/33554432 -826919884375/8388608 1693924431875/16777216 4338518998125/16777216
-3369008134375/16777216 -7914566375625/33554432 -1261970165625/8388608 -3116763788125/33554432
6109220398125/33554432 -1933185483125/8388608 1254065580625/33554432 -2939851646875/33554432
-2690830796875/16777216 857808518125/8388608 3139287604375/16777216 -5560013834375/33554432
-2317832375625/33554432 2095475191875/33554432 2975794778125/16777216 -6788735630625/33554432
-959139081875/33554432 1433994696875/33554432 -425139739375/16777216 4628298016875/33554432
5699941251875/33554432 -1166726478125/16777216 -1492313720625/8388608 5260424820625/33554432
6792674419375/33554432 5188463223125/33554432 710845955625/16777216 -508706989375/2097152
-673693125625/33554432 914954519375/33554432 1202224944375/16777216 746416945625/4194304
3174832350625/33554432 1437087234375/8388608 -1036475643125/16777216 2652471176875/33554432
1233034440625/33554432 1972428339375/33554432 3979445071875/16777216 -247643248125/4194304
2521931644375/33554432 526012118125/2097152 -113481875/262144 1644676223125/8388608
1638749848125/8388608 -2052166049375/8388608 58150730625/2097152 3076996966875/33554432
-827608461875/4194304 450206111875/16777216 -2163635800625/16777216 -1454116291875/8388608
6372889761875/33554432 -2411909443125/33554432 -3855072138125/33554432 -7914980880625/33554432
1043908393125/16777216 -8531177191875/33554432 -1178932990625/8388608 1888277811875/33554432
-35576116875/16777216 8693372601875/33554432 -2959072553125/33554432 34153819375/524288
-2309713518125/16777216 2634321763125/16777216 5870013963125/33554432 1688750724375/8388608
-5512418738125/33554432 -404605361875/4194304 -423727776875/33554432 -583307733125/4194304
-2694917265625/16777216 659610599375/16777216 -101441543125/33554432 -6937449179375/33554432
310446394375/4194304 -1117526564375/16777216 880749065625/8388608 86152763125/1048576
