2400
-1206761799375/8388608 -896877151875/4194304 200911951875/8388608 145486074375/4194304
264609995625/8388608 -737274496875/4194304 -1554976550625/8388608 -154564145625/2097152
-455240679375/8388608 -1696557530625/8388608 243078740625/1048576 797770689375/8388608
182477488125/1048576 -223162696875/2097152 -39117676875/8388608 -1206860221875/8388608
255430970625/4194304 -120523445625/8388608 429720223125/2097152 -941556125625/8388608
352964173125/8388608 1755963800625/8388608 -332217924375/8388608 -1380887705625/8388608
-65275314375/8388608 -806395014375/4194304 -59761726875/262144 205968058125/8388608
718888486875/8388608 -969123853125/4194304 -418225948125/8388608 1647040265625/8388608
562354115625/4194304 1795456666875/8388608 728097151875/4194304 -389895478125/2097152
-867352805625/8388608 1385295815625/8388608 242296453125/8388608 -631627265625/4194304
-1098409085625/8388608 -66728101875/1048576 337036269375/8388608 440832256875/4194304
2003997961875/8388608 -86249259375/524288 168351414375/1048576 24835929375/262144
56703665625/2097152 366472426875/8388608 1832517980625/8388608 -895976769375/8388608
-1724198364375/8388608 -505145510625/8388608 -144021140625/2097152 881118245625/4194304
106990108125/8388608 1307410704375/8388608 137048859375/8388608 1483095924375/8388608
-690841363125/4194304 -88588085625/2097152 230457766875/1048576 333244340625/8388608
-1480397101875/8388608 -585134465625/8388608 435543110625/8388608 -1954068354375/8388608
491927450625/8388608 -43297243125/262144 897176094375/8388608 -263864341875/8388608
80796106875/2097152 -238768558125/8388608 1047114305625/8388608 469760038125/2097152
859473928125/4194304 -940049683125/8388608 1591668830625/8388608 55934998125/2097152
217405929375/8388608 344138026875/4194304 -490716988125/8388608 426082486875/4194304
-1190986183125/8388608 -57394153125/262144 213936763125/2097152 -537524874375/4194304
-208945471875/8388608 100554226875/8388608 1000621400625/8388608 -1388893363125/8388608
-201842649375/1048576 -492038754375/2097152 247114693125/2097152 10458871875/524288
934299129375/8388608 -990086049375/4194304 -176310526875/1048576 511557196875/8388608
-1611678669375/8388608 1217617520625/8388608 137182153125/2097152 41650625625/1048576
-444188169375/8388608 -308046058125/2097152 -570064115625/8388608 -427045381875/4194304
163757990625/4194304 -307120501875/2097152 -571670094375/8388608 260808688125/8388608
1468613615625/8388608 -776585454375/8388608 -1011177268125/8388608 -1092626975625/8388608
-1082507529375/8388608 1389455596875/8388608 -281666836875/8388608 -378826700625/4194304
-231603733125/4194304 1212948691875/8388608 -51616588125/1048576 -344200993125/8388608
-400986440625/8388608 1967532658125/8388608 -122333199375/2097152 -567893514375/8388608
146013050625/8388608 -525663050625/4194304 -999007696875/8388608 -52356268125/8388608
-346350984375/4194304 383613969375/8388608 582308593125/8388608 854749220625/4194304
1637205564375/8388608 476636604375/8388608 1876712300625/8388608 -379639134375/2097152
-42472239375/1048576 -5355429375/65536 -272135135625/4194304 -181486164375/1048576
-309197293125/2097152 92187226875/4194304 -176437040625/1048576 -154065785625/1048576
-1158788041875/8388608 -54288358125/4194304 397920448125/4194304 513004771875/8388608
68270780625/524288 -236920156875/4194304 790284620625/8388608 -1900857298125/8388608
-988364998125/4194304 1089079471875/8388608 33095660625/1048576 -148999355625/1048576
2005677575625/8388608 1809490951875/8388608 -488991841875/8388608 455478489375/4194304
210258331875/8388608 -205954408125/8388608 251067403125/4194304 -421270951875/8388608
230438660625/2097152 -204384965625/1048576 926775500625/8388608 -192841194375/1048576
1875323300625/8388608 289511296875/2097152 -47363641875/1048576 -698588836875/8388608
-163024768125/1048576 10286983125/65536 63167739375/524288 -975855515625/4194304
-1245240605625/8388608 112833568125/2097152 755698899375/8388608 23931613125/524288
-178193461875/2097152 -965203884375/8388608 -895011699375/8388608 -2346058125/2097152
749743419375/8388608 -974903825625/4194304 -1737549890625/8388608 -237211659375/4194304
671609064375/4194304 621454340625/8388608 -592663591875/4194304 -44081049375/262144
-133452834375/2097152 -243410495625/4194304 -863652504375/4194304 1766872918125/8388608
-240460393125/8388608 -582991449375/4194304 151981655625/4194304 746672446875/8388608
-1038267913125/8388608 155887145625/8388608 -1936228209375/8388608 -179325031875/1048576
192939969375/1048576 11803171875/131072 -760408524375/8388608 -237298633125/4194304
-828175685625/8388608 408909035625/2097152 119023276875/1048576 -8988976875/8388608
84082591875/524288 276963661875/2097152 132911285625/1048576 -1035442959375/8388608
-1764313108125/8388608 -1589002873125/8388608 -812460549375/4194304 232881193125/8388608
-1881470979375/8388608 -397931720625/2097152 -942108463125/8388608 680069094375/8388608
-1706669319375/8388608 -432538854375/2097152 138241711875/8388608 501842049375/2097152
880183655625/8388608 -1604892474375/8388608 -703890556875/8388608 428029273125/4194304
759307138125/8388608 -1921321325625/8388608 -760377901875/4194304 197377595625/1048576
663701229375/4194304 -130190686875/4194304 -1687329375/4194304 363954493125/8388608
-138121715625/2097152 -23448159375/131072 -1602234046875/8388608 19671346875/8388608
-475771981875/4194304 -956535369375/8388608 989119936875/4194304 369789763125/4194304
234693331875/8388608 113317475625/2097152 -1697577575625/8388608 565327280625/4194304
-259184593125/8388608 -644014861875/4194304 183812630625/4194304 1715408135625/8388608
175539898125/1048576 1818222665625/8388608 -726443353125/4194304 786464671875/8388608
-249255106875/8388608 -1125211929375/8388608 -646029481875/4194304 182968861875/1048576
244810370625/8388608 363014964375/8388608 949483070625/4194304 -1068051339375/8388608
-203611265625/1048576 561170769375/8388608 329869400625/2097152 518102023125/8388608
-239630690625/2097152 763733255625/8388608 189772100625/8388608 -94318876875/524288
-1529279713125/8388608 -611949811875/4194304 447380353125/4194304 118417843125/8388608
1020432703125/8388608 560695089375/8388608 1172213409375/8388608 233547744375/1048576
-681438691875/4194304 484925131875/4194304 30148434375/131072 621939328125/4194304
-27616824375/262144 653278539375/4194304 97457634375/524288 920356516875/4194304
778257050625/8388608 -319381873125/2097152 830744990625/8388608 -1826769999375/8388608
-24196831875/1048576 1565515010625/8388608 80650483125/1048576 917397601875/8388608
1920507046875/8388608 163471089375/2097152 109213948125/2097152 1771533931875/8388608
-298896695625/4194304 -184437763125/1048576 1416134540625/8388608 -1538698125/1048576
-278550166875/8388608 328352559375/2097152 -60013696875/524288 56166699375/1048576
13040934375/8388608 -1756489794375/8388608 64157975625/1048576 920304991875/8388608
199281084375/1048576 1555275950625/8388608 -1890831241875/8388608 -82056196875/524288
-1508488498125/8388608 218334069375/1048576 -630809649375/4194304 -343066599375/4194304
1318170541875/8388608 950040204375/8388608 1848013344375/8388608 -563420773125/8388608
-23354139375/262144 1438196086875/8388608 485190223125/4194304 -362325579375/2097152
-19625068125/131072 91353459375/2097152 119902445625/1048576 132918193125/1048576
550103206875/8388608 -75690736875/2097152 1885181701875/8388608 254825188125/2097152
223501933125/4194304 -1482146465625/8388608 427133529375/4194304 1138050189375/8388608
570154738125/8388608 639130329375/8388608 -345753403125/4194304 55088143125/2097152
7702970625/2097152 293204143125/8388608 -279581840625/4194304 -170296048125/8388608
1701028246875/8388608 1897586454375/8388608 28949060625/2097152 -98081263125/2097152
-192514501875/8388608 -758952710625/4194304 32746966875/4194304 -325675036875/8388608
811811889375/8388608 -58705798125/524288 1918062406875/8388608 -849776083125/8388608
477953638125/2097152 1207367581875/8388608 1043910601875/8388608 830296400625/8388608
1780236380625/8388608 791080498125/4194304 390412036875/2097152 -868618790625/8388608
-10688214375/131072 -50966544375/4194304 757796150625/8388608 -347918023125/4194304
-356472140625/4194304 800626798125/8388608 599618064375/4194304 1808732668125/8388608
741499644375/8388608 1212059191875/8388608 -177481753125/4194304 1910898373125/8388608
1676929471875/8388608 356271834375/2097152 -16405051875/1048576 999937404375/8388608
-1607784781875/8388608 -934787390625/4194304 -8862388125/65536 -1022292331875/8388608
-1710285264375/8388608 1198105314375/8388608 -444494484375/8388608 -28646011875/262144
24083071875/524288 -960427460625/4194304 116233385625/8388608 336217149375/4194304
-984958291875/4194304 -147129583125/2097152 -52409908125/1048576 -1797343933125/8388608
2002731924375/8388608 320203111875/4194304 -1505650419375/8388608 -1966548234375/8388608
-1724817999375/8388608 -1645461444375/8388608 84596979375/1048576 724411576875/4194304
-1043547155625/8388608 343648989375/8388608 -466705183125/2097152 124150078125/4194304
-788228026875/4194304 -285664531875/2097152 -930998915625/4194304 239136253125/1048576
7264235625/262144 -1783577206875/8388608 -226358323125/1048576 1930482050625/8388608
1599895130625/8388608 -167495244375/4194304 848075285625/8388608 740776546875/4194304
-148751949375/8388608 -1319864735625/8388608 -124832188125/8388608 20445838125/4194304
3698326875/32768 -7730195625/262144 251300593125/2097152 -148243501875/1048576
548559703125/4194304 -1313578625625/8388608 -355708779375/8388608 -353172995625/4194304
-150951196875/2097152 -139164703125/1048576 -864350874375/4194304 1372267595625/8388608
-47901691875/4194304 89771221875/1048576 277693685625/8388608 1403815104375/8388608
-5060458125/262144 -188757695625/4194304 -35401486875/4194304 462085261875/2097152
-868457458125/4194304 434550496875/2097152 -412686005625/2097152 -28672325625/1048576
351695116875/2097152 -268927486875/4194304 482766196875/2097152 10689485625/1048576
1336856990625/8388608 -837994119375/8388608 518292665625/4194304 1342020050625/8388608
297310314375/2097152 -508404309375/8388608 1697889369375/8388608 -1853459859375/8388608
-1878291144375/8388608 -591848743125/4194304 -533851828125/8388608 562283308125/8388608
458042469375/2097152 269153454375/4194304 491564308125/8388608 -27819988125/8388608
-353959299375/8388608 101440850625/8388608 -85135250625/1048576 148286863125/1048576
-1181892763125/8388608 -502954314375/8388608 283733225625/4194304 107181811875/8388608
121151731875/8388608 -305980696875/2097152 264075868125/4194304 -645325291875/4194304
198044713125/1048576 -293295380625/4194304 -31847398125/8388608 957954020625/8388608
-235634458125/2097152 813916014375/4194304 1851738841875/8388608 1806073760625/8388608
1144095399375/8388608 -132634978125/4194304 -375466078125/8388608 -1970347531875/8388608
-975653833125/4194304 89574721875/2097152 883436866875/8388608 1844434070625/8388608
1212049831875/8388608 -453200379375/4194304 847448619375/4194304 -24648556875/2097152
238827196875/1048576 -642483868125/4194304 103191448125/4194304 -1007436005625/8388608
1724473059375/8388608 -75907171875/524288 40333509375/1048576 40108610625/262144
-39566829375/1048576 583648734375/8388608 23601058125/1048576 1409150825625/8388608
-1957050451875/8388608 160942284375/4194304 -15401251875/524288 346269410625/2097152
-151722305625/1048576 563713865625/8388608 -36001494375/8388608 340692523125/4194304
-77004016875/4194304 -1963794110625/8388608 804664021875/8388608 974773723125/8388608
724407800625/4194304 -1361749528125/8388608 -37571161875/8388608 275232159375/8388608
146561885625/2097152 207073824375/8388608 1619406864375/8388608 814227178125/4194304
-1458145014375/8388608 431492083125/2097152 -117297474375/4194304 -1350177440625/8388608
-199266838125/8388608 -1737644124375/8388608 -1857880168125/8388608 -901242178125/8388608
559359384375/8388608 1223934710625/8388608 161040496875/2097152 1842958389375/8388608
-300813238125/4194304 -61356620625/262144 51880111875/8388608 952137639375/4194304
128510889375/1048576 -302373568125/8388608 869219143125/4194304 120487734375/1048576
-817839778125/4194304 452930289375/4194304 -366966703125/8388608 -1475332036875/8388608
397264516875/8388608 -206703868125/1048576 -19712124375/262144 -457767718125/8388608
-1765085401875/8388608 -28402644375/2097152 -314568095625/2097152 -542378908125/4194304
273656675625/2097152 -204660804375/1048576 709497680625/8388608 372302934375/4194304
1384094896875/8388608 -13710328125/524288 1933712900625/8388608 585198039375/8388608
51201178125/2097152 -1933308766875/8388608 -41375053125/524288 617503974375/8388608
-445134140625/2097152 94692069375/524288 -288631651875/8388608 287576506875/2097152
352297561875/8388608 255599469375/4194304 118006861875/2097152 469382788125/4194304
1551470814375/8388608 -1206541621875/8388608 74361350625/2097152 -125918990625/8388608
60668191875/1048576 14118541875/4194304 -1135146676875/8388608 105046629375/524288
-42137461875/2097152 -82370431875/524288 -772771704375/4194304 820354963125/8388608
-414289666875/8388608 -1812229423125/8388608 589352919375/4194304 947171615625/8388608
890618454375/8388608 39082940625/524288 -925957663125/4194304 453943351875/8388608
-13274975625/4194304 957519065625/4194304 865450730625/8388608 875520800625/4194304
392078049375/8388608 88407065625/2097152 853921010625/8388608 1312668875625/8388608
634601724375/4194304 -212838590625/8388608 -903280258125/4194304 1976905625625/8388608
-330887428125/4194304 -1348722380625/8388608 -761904946875/4194304 -970258858125/4194304
453613265625/2097152 -150192669375/4194304 787877214375/8388608 849018013125/8388608
-1208245224375/8388608 233052838125/2097152 -259114831875/8388608 -778414273125/8388608
-915214389375/8388608 734321694375/8388608 -912105890625/4194304 1251118108125/8388608
220896526875/2097152 284878126875/8388608 1511778748125/8388608 541880780625/8388608
338349631875/8388608 -243151134375/4194304 923961763125/4194304 1433002175625/8388608
-206519326875/2097152 -320227213125/8388608 -396318740625/4194304 241750408125/8388608
-234521135625/2097152 -123414601875/8388608 358078498125/8388608 151398883125/2097152
