3400
1023809774375/8388608 6446536499375/33554432 -2862963933125/16777216 -39905066875/1048576
509548554375/33554432 -6901983435625/33554432 9160323360625/33554432 10422998190625/33554432
1572801335625/16777216 -11148367748125/33554432 -57632199375/4194304 -5271394286875/16777216
73643968125/262144 2885172435625/16777216 1845242230625/16777216 6918859951875/33554432
-2346444815625/33554432 -576648064375/8388608 689514804375/8388608 -7200576280625/33554432
2811722830625/8388608 10415010528125/33554432 9635055819375/33554432 10265337130625/33554432
-5761515166875/33554432 124013671875/1048576 7099234988125/33554432 -93667800625/2097152
5198304933125/33554432 -4985995481875/16777216 -1876831141875/16777216 -3535866008125/16777216
-2349145393125/16777216 -602347474375/16777216 -743207264375/33554432 -2812458271875/33554432
368377260625/8388608 702051688125/33554432 4045770404375/33554432 -5522657091875/33554432
1434517768125/8388608 -3098577919375/33554432 -2610469159375/33554432 -6796600435625/33554432
-2519026350625/16777216 -55968388125/1048576 -10743155174375/33554432 -685436164375/16777216
426785138125/8388608 10964894143125/33554432 73130716875/16777216 358394563125/4194304
115379541875/4194304 49841354375/524288 -1472132478125/8388608 -335366193125/1048576
5736192710625/33554432 -283002325625/4194304 -3277294010625/16777216 2246358165625/16777216
2276745580625/33554432 -1238012855625/4194304 989740881875/33554432 -575322468125/4194304
-6150409291875/33554432 -1006049874375/8388608 79009890625/4194304 3765286235625/33554432
103657043125/2097152 3442204295625/33554432 174870085625/8388608 489563333125/4194304
-2137083823125/8388608 6233361174375/33554432 1373206928125/8388608 -6130095481875/33554432
3802752025625/33554432 9973330978125/33554432 -2893316923125/33554432 -2331349984375/8388608
-4568421974375/33554432 3020196593125/33554432 2127353256875/33554432 2020118319375/16777216
-149247961875/8388608 221182293125/16777216 1105115015625/4194304 5302649424375/33554432
-8338007818125/33554432 -1824659204375/16777216 -1496343538125/33554432 -1886794076875/8388608
4309160308125/33554432 3600149616875/16777216 4279031994375/33554432 35089561875/16777216
2658090664375/16777216 -1385072694375/8388608 -126320168125/1048576 -656372688125/33554432
-125006960625/8388608 6709963314375/33554432 -1301489516875/33554432 -10861172744375/33554432
-326411358125/2097152 -4195405126875/16777216 -2145304853125/8388608 -1202217783125/16777216
2085397320625/8388608 1947690180625/16777216 3530808805625/16777216 -6136550211875/33554432
2670494714375/8388608 -1920124956875/8388608 -607027914375/4194304 -7458714778125/33554432
-5231384170625/16777216 -1522711749375/16777216 7307405279375/33554432 -10925319673125/33554432
-493919370625/2097152 -2353225308125/16777216 -5137986638125/33554432 -328042954375/4194304
-11202054045625/33554432 -5070356303125/33554432 4550257835625/33554432 2836861538125/8388608
-4422327714375/16777216 -7029829088125/33554432 2369073600625/8388608 -2177805176875/8388608
-1046338068125/33554432 -10147265394375/33554432 -297981556875/8388608 -9186663713125/33554432
-4871540240625/33554432 -6420760334375/33554432 -2192373751875/8388608 6644065789375/33554432
32302624375/8388608 -221283761875/8388608 -8422810235625/33554432 11248358114375/33554432
-266794886875/33554432 1601912751875/8388608 9803110806875/33554432 -2460088073125/16777216
2179626811875/8388608 1907869975625/8388608 11198063741875/33554432 6749061274375/33554432
10712151190625/33554432 698535004375/2097152 -1990677188125/33554432 -377046261875/4194304
7166805908125/33554432 2665877046875/16777216 8529861445625/33554432 -3172425961875/16777216
-1422830161875/16777216 3949460814375/33554432 2375000501875/33554432 9694325023125/33554432
-1670572351875/33554432 3229899519375/33554432 -801620220625/33554432 4964823405625/16777216
-10221952046875/33554432 4411677320625/16777216 -993047679375/8388608 3399402970625/33554432
50692671875/2097152 601571466875/4194304 -423138978125/33554432 -3030592433125/16777216
-11203540674375/33554432 4618791741875/33554432 1851086426875/8388608 -1691250301875/33554432
8250964885625/33554432 -256368638125/2097152 1814427584375/16777216 91648986875/524288
730442198125/33554432 -9170596205625/33554432 2445576958125/8388608 -5210565290625/33554432
237193934375/33554432 1009416065625/16777216 -1595462165625/33554432 -2943285554375/16777216
-5108313903125/33554432 818057839375/16777216 2599565996875/16777216 -8019533175625/33554432
-459440586875/4194304 -739458955625/33554432 6767634985625/33554432 -2778205269375/33554432
-7328703346875/33554432 -277537505625/8388608 -3335516821875/33554432 1733866581875/16777216
1039472681875/4194304 -1368115725625/8388608 1284715723125/16777216 -790710555625/16777216
-1378530626875/4194304 -6639643706875/33554432 -15023144375/131072 -580717375625/33554432
-2676638493125/8388608 4027910820625/16777216 -4409047420625/16777216 -6079316875/65536
-176932036875/2097152 792002003125/33554432 61422030625/262144 -945150094375/4194304
4744889688125/16777216 -1508596883125/33554432 5576723998125/33554432 -1284297841875/8388608
-2353057921875/33554432 -2265604396875/33554432 5738577491875/33554432 6739192816875/33554432
3888707808125/16777216 5771819546875/33554432 -964083504375/33554432 -8620364791875/33554432
-3353010416875/16777216 3404370965625/33554432 10954680585625/33554432 -1424084719375/33554432
7528922525625/33554432 -547618311875/16777216 -1908322366875/16777216 448476670625/4194304
-2074690231875/33554432 589143701875/16777216 -610606860625/2097152 -8799607096875/33554432
-690946183125/33554432 -9250958903125/33554432 -3961044189375/33554432 2278208303125/8388608
-1114067470625/16777216 -7576202543125/33554432 2363393773125/16777216 -10787886551875/33554432
-3636230586875/33554432 125601301875/4194304 1148758201875/8388608 -1183623268125/33554432
-974065458125/4194304 -6769596360625/33554432 -1416553294375/16777216 2572077251875/33554432
4612252458125/33554432 454778421875/2097152 -7286626115625/33554432 -3064018406875/16777216
-258253598125/1048576 4551123029375/33554432 -4996900004375/33554432 -74267719375/1048576
-6468118211875/33554432 -10861012880625/33554432 -733885038125/8388608 5629146366875/33554432
-7273890863125/33554432 2546026409375/8388608 2719071959375/33554432 -2217367895625/16777216
-4977198364375/33554432 -298347524375/8388608 2916007864375/33554432 1099995741875/8388608
4304565505625/33554432 117495234375/4194304 131893405625/33554432 -4822651576875/33554432
9116218326875/33554432 1944594756875/33554432 -9267247899375/33554432 -2417759071875/8388608
1612120231875/33554432 -7155669994375/33554432 639828925625/8388608 -8444786411875/33554432
1287249594375/16777216 98463139375/2097152 -3261656815625/33554432 -166923563125/4194304
714355799375/4194304 4161504258125/16777216 -50495216875/8388608 405638264375/4194304
-3204178455625/33554432 -710434324375/16777216 -1513719578125/8388608 -145123485625/1048576
-1027973520625/4194304 -486625329375/16777216 -8616676429375/33554432 863913724375/4194304
-359048319375/2097152 9906868373125/33554432 1579636249375/8388608 -2303404343125/16777216
1948604206875/33554432 -151189340625/16777216 -6246635815625/33554432 92624128125/2097152
-3941647168125/16777216 962492856875/8388608 -6068668383125/33554432 1145184716875/8388608
-3629341464375/16777216 -6488247189375/33554432 1221827219375/8388608 4749661821875/16777216
-7622147784375/33554432 -7398825201875/33554432 -1734856470625/16777216 2608379455625/16777216
-6943886098125/33554432 1019037024375/33554432 -3831499089375/33554432 597816591875/33554432
-1573518034375/33554432 10993932076875/33554432 5412054858125/33554432 373902196875/16777216
2042177880625/33554432 4434482119375/16777216 -8305354430625/33554432 -4051700854375/33554432
1728854195625/16777216 4695069318125/16777216 4020267663125/16777216 5388888044375/16777216
-1986103508125/16777216 26214818125/4194304 -4464591584375/16777216 989477339375/4194304
2679524561875/33554432 10863378898125/33554432 4797419114375/16777216 502578618125/2097152
-9235382206875/33554432 5504700034375/16777216 1390030128125/33554432 -2514095479375/16777216
2112758948125/16777216 -5002300203125/33554432 145131178125/16777216 123964669375/8388608
-2707875015625/16777216 -4234220355625/33554432 -7735611564375/33554432 -2534060640625/16777216
-4286833230625/33554432 -942093048125/33554432 2878712945625/16777216 -8597612841875/33554432
-3197043704375/16777216 8485695466875/33554432 12222415625/2097152 -2513308698125/33554432
621889165625/33554432 4146371708125/16777216 -7312755519375/33554432 -10192051490625/33554432
-9329014339375/33554432 1661979850625/33554432 -7081208995625/33554432 -6255846543125/33554432
236818255625/1048576 -10596350909375/33554432 3152135718125/33554432 10180063111875/33554432
-4900750809375/16777216 -9213222919375/33554432 405616653125/16777216 -103083526875/2097152
-3586506861875/16777216 1286200481875/33554432 683195203125/2097152 1770496609375/33554432
-5524738656875/33554432 -1063775966875/33554432 1046597828125/8388608 -1308610731875/16777216
114890749375/8388608 -116276589375/16777216 -3868134429375/33554432 1034488473125/4194304
-1412339674375/33554432 -7849162894375/33554432 57023323125/16777216 -9704554326875/33554432
-4602308095625/16777216 -2073564151875/33554432 -5056786860625/16777216 1035141570625/4194304
5008674416875/16777216 -753494006875/16777216 5393114924375/16777216 -51322670625/33554432
536293953125/4194304 -3922245259375/33554432 -1704061990625/16777216 621615231875/2097152
3105269034375/33554432 4239364375/131072 -8066597208125/33554432 246326568125/2097152
-8495684943125/33554432 2959545523125/16777216 1077077489375/16777216 9999925438125/33554432
6864072458125/33554432 -643720268125/8388608 -8834025976875/33554432 -5302993079375/16777216
-761568624375/33554432 -1167596709375/33554432 1099736194375/8388608 5538557191875/33554432
-7065166499375/33554432 498188028125/4194304 -1900911280625/33554432 2817068055625/16777216
-163966094375/2097152 -3663434858125/33554432 -229594594375/2097152 199770750625/8388608
-24556638125/131072 590521891875/2097152 -9463373690625/33554432 -1041469671875/4194304
-2227625823125/16777216 -5687281479375/33554432 -508589839375/33554432 -271269988125/2097152
831323491875/4194304 9917363875625/33554432 1994850433125/33554432 324512946875/8388608
5657957754375/33554432 -1165062306875/33554432 485369581875/4194304 196380865625/8388608
9733440131875/33554432 -9133831240625/33554432 264166091875/8388608 -682247028125/16777216
2192566128125/8388608 2932162879375/16777216 4894852191875/33554432 -5785857211875/33554432
116028198125/524288 -4941873873125/33554432 5430652836875/33554432 1923758983125/16777216
-10781438813125/33554432 4560100856875/16777216 2735621969375/8388608 4233039620625/33554432
-9063477973125/33554432 384917410625/33554432 986338714375/33554432 168537351875/524288
-2722109965625/16777216 1495731325625/33554432 749980638125/8388608 4974666299375/33554432
-5014798603125/33554432 385333613125/16777216 -4157538519375/16777216 3799942138125/16777216
176813461875/2097152 -1002779414375/8388608 -5133999819375/16777216 1129558359375/4194304
2597042368125/16777216 10298457508125/33554432 10692516849375/33554432 -4379888191875/16777216
1639542336875/33554432 2842121656875/16777216 -2969044400625/33554432 6786948324375/33554432
3964979816875/16777216 -8488239410625/33554432 1472199160625/33554432 3667883078125/33554432
-1398554778125/4194304 2294231291875/16777216 -1631667745625/33554432 -2189641256875/8388608
-1684651411875/33554432 1055054010625/33554432 2958202629375/16777216 899777413125/16777216
-4210923130625/16777216 -540333408125/4194304 -1856393401875/33554432 11039702940625/33554432
1681919703125/33554432 5533264114375/33554432 5400261554375/33554432 -5294102908125/16777216
5738639988125/33554432 4052111191875/33554432 2308675405625/16777216 -4818243051875/16777216
-3205452053125/33554432 -337870038125/16777216 4120430728125/33554432 -7713735709375/33554432
3735029699375/33554432 989118405625/33554432 -6437820578125/33554432 -8585977128125/33554432
-421418280625/8388608 -1733100838125/33554432 -1743237130625/8388608 -5388672378125/33554432
1057918064375/16777216 625937928125/16777216 -3903820425625/33554432 6003872649375/33554432
7075691326875/33554432 -2502958248125/33554432 4398271800625/33554432 3003229785625/33554432
-6520782724375/33554432 5705393938125/33554432 -1146484175625/4194304 -491992101875/16777216
2409205946875/33554432 655127204375/8388608 -3913409318125/33554432 2463146883125/8388608
6575955013125/33554432 2780515675625/16777216 -466599435625/16777216 -4509102514375/33554432
1736263709375/33554432 753654486875/16777216 -1169051123125/4194304 -3704947859375/33554432
-303898215625/8388608 -4035458969375/33554432 -3062376695625/33554432 8692935050625/33554432
-4244168670625/33554432 11313861345625/33554432 11193844256875/33554432 5434680859375/33554432
4760747543125/16777216 -7174251695625/33554432 -179029921875/1048576 1068908096875/4194304
516737259375/2097152 8909482389375/33554432 1239001129375/33554432 5824850664375/33554432
-10135274933125/33554432 -4777810294375/33554432 -8783216164375/33554432 2916736441875/33554432
161579528125/524288 -7936363714375/33554432 -2187841233125/33554432 -1404538204375/33554432
-5961235799375/33554432 6009516075625/33554432 4331491954375/33554432 5416972023125/16777216
-9967068125/32768 -1469689769375/8388608 1090083020625/8388608 -3168274221875/16777216
-4529041453125/33554432 -3841111038125/16777216 -129141785625/4194304 -1619529703125/8388608
-3364530849375/33554432 -5918430479375/33554432 -1282458420625/16777216 1219536384375/4194304
1594511908125/8388608 -3518032306875/16777216 -6148054069375/33554432 9638435270625/33554432
49995948125/2097152 1264783775625/8388608 -5896330054375/33554432 -2160270973125/8388608
