3000
-100317421875/8388608 1808753878125/8388608 -520216921875/4194304 -7481199309375/33554432
-2180615625/33554432 -1500618553125/33554432 8106152540625/33554432 6060978178125/33554432
-7932156103125/33554432 -8583113540625/33554432 -4733588071875/33554432 -1376953415625/33554432
1183199765625/33554432 1545086709375/16777216 6404783765625/33554432 -258863746875/8388608
-2974455571875/16777216 -6809743903125/33554432 -9154562934375/33554432 -3249351496875/16777216
4927304015625/33554432 6304689553125/33554432 -164934065625/8388608 -1552609828125/16777216
9720475246875/33554432 -4621822284375/16777216 201295584375/33554432 9410804915625/33554432
2868848034375/33554432 1138437853125/16777216 -1114164196875/4194304 3991812178125/33554432
140220590625/33554432 3643857028125/33554432 5025972928125/33554432 8908734553125/33554432
2080380253125/16777216 747833784375/4194304 -2812936715625/16777216 -6237378665625/33554432
-2166232246875/16777216 3261166134375/16777216 139430371875/524288 2844878896875/33554432
-435846853125/8388608 -5235277115625/33554432 -260498953125/4194304 -8431574990625/33554432
-6158249671875/33554432 -9050455771875/33554432 -5618209659375/33554432 -4582418184375/33554432
3068353434375/33554432 150001096875/2097152 -1658299340625/33554432 -384867084375/8388608
-6588806315625/33554432 4985282015625/16777216 -7759132153125/33554432 -992640346875/33554432
-4683155615625/16777216 505030059375/16777216 -3846203334375/33554432 -3363948496875/33554432
-5824914046875/33554432 -9509175440625/33554432 -594456909375/33554432 5481162665625/33554432
177778884375/16777216 -6754542365625/33554432 -6225044409375/33554432 -4020666515625/33554432
-4114866384375/33554432 10062997228125/33554432 7618686721875/33554432 -1680730396875/33554432
9235807790625/33554432 4867380478125/16777216 6203829853125/33554432 2270297953125/8388608
9990946903125/33554432 -1018088465625/8388608 -3226195640625/33554432 9679113065625/33554432
4518549234375/16777216 629629640625/4194304 -2445148321875/33554432 -1418831690625/8388608
-607858378125/33554432 2261507315625/33554432 428154103125/8388608 -1787260265625/33554432
698340478125/4194304 48321796875/4194304 2364029034375/33554432 6172519828125/33554432
-8770900921875/33554432 -3533929321875/16777216 2071853934375/33554432 2780702615625/33554432
441230128125/8388608 -1438131590625/33554432 -3800998434375/33554432 222970846875/4194304
546095784375/8388608 9055057115625/33554432 1127098865625/16777216 -7773076453125/33554432
5020815084375/33554432 4809248165625/33554432 -951186215625/4194304 2996985609375/16777216
-6054045028125/33554432 2113843640625/16777216 -3825308296875/33554432 -3264391753125/33554432
8268593259375/33554432 -378460415625/16777216 -5900511253125/33554432 -3064516771875/16777216
-4527796284375/16777216 -6760220653125/33554432 -5470062778125/33554432 -8323532371875/33554432
881214759375/4194304 6375037396875/33554432 -9083497059375/33554432 -1695037340625/8388608
8570833621875/33554432 6034119328125/33554432 3196121428125/33554432 -273979584375/2097152
-409005271875/33554432 497186015625/8388608 2232642628125/16777216 -5000746828125/16777216
9238103821875/33554432 177789403125/2097152 2968154784375/33554432 623195446875/4194304
-313567434375/33554432 -397599496875/8388608 282834440625/2097152 -1539858253125/8388608
-6044405203125/33554432 -882191278125/16777216 2158905984375/8388608 -8116708415625/33554432
9609660740625/33554432 72363271875/262144 6015026315625/33554432 6864112471875/33554432
8086889896875/33554432 -1034806659375/8388608 -3843126103125/33554432 1703512696875/16777216
4959610696875/16777216 5874286359375/33554432 -10963115625/2097152 -5578954546875/33554432
2320015996875/8388608 3818836846875/33554432 -1072131384375/33554432 -1294445315625/33554432
3784090153125/16777216 -2387106721875/33554432 1233437428125/4194304 -259972546875/2097152
57572803125/4194304 -387925415625/16777216 -1674248765625/8388608 9814809084375/33554432
342612009375/2097152 -1036082109375/16777216 -7751312034375/33554432 -2296897828125/16777216
4733572509375/33554432 -9857231165625/33554432 -1144528021875/16777216 -4627750359375/33554432
2379325565625/8388608 -541046446875/16777216 1070468315625/16777216 6243446240625/33554432
1966252284375/8388608 -4270534359375/16777216 -302986003125/2097152 1354866009375/16777216
-210736546875/1048576 -3265338028125/16777216 1164795046875/33554432 1117736803125/4194304
-2757533915625/33554432 95029190625/1048576 3599544778125/33554432 -7225620178125/33554432
-251234184375/2097152 8024205740625/33554432 -129313790625/524288 7260074503125/33554432
-8660012034375/33554432 -4259634646875/33554432 -117900534375/1048576 -1623155821875/33554432
-5628176596875/33554432 -9602642671875/33554432 9394629496875/33554432 -2015329040625/33554432
1129965796875/16777216 -1318624978125/33554432 2155862446875/33554432 -7715191546875/33554432
-9071995996875/33554432 -911076121875/4194304 2714711409375/33554432 -647654671875/4194304
-5388092053125/33554432 3244592428125/33554432 3395947678125/16777216 948800765625/33554432
4905634584375/16777216 -417616884375/33554432 8741894953125/33554432 4035265321875/16777216
-2344631559375/33554432 9572159559375/33554432 -4705292878125/16777216 45344934375/1048576
-8178771703125/33554432 2236748184375/16777216 -9366608090625/33554432 4984287909375/33554432
1317341165625/16777216 44738840625/4194304 -5026127146875/33554432 6399358640625/33554432
-4122360909375/16777216 -7791501684375/33554432 3855981459375/33554432 5890959684375/33554432
8318886009375/33554432 766867453125/8388608 3532623084375/16777216 -9222069328125/33554432
-939019809375/33554432 3106396546875/16777216 2907171496875/33554432 704937403125/8388608
-75085303125/33554432 -7341729778125/33554432 -419727609375/4194304 -441698128125/4194304
9622446890625/33554432 -581773678125/33554432 638988290625/8388608 -2494061015625/16777216
-2313063928125/16777216 -1270948546875/16777216 -97163128125/2097152 -3636123853125/16777216
366687103125/16777216 7089838265625/33554432 -7899618028125/33554432 -1687919465625/8388608
6969502753125/33554432 -74033859375/524288 4298767096875/16777216 3300336046875/16777216
-3010079146875/33554432 -4825882190625/33554432 -7660123490625/33554432 -4874989621875/16777216
-604690115625/2097152 399775771875/4194304 1868128809375/33554432 4205613571875/33554432
-1311747309375/8388608 -5262350334375/33554432 2194068609375/33554432 7890043153125/33554432
5576186334375/33554432 -8281873509375/33554432 -960234890625/33554432 9271314965625/33554432
7529374265625/33554432 -5059725665625/33554432 3336812034375/16777216 1132321659375/4194304
2792341190625/33554432 2252643909375/33554432 542478478125/4194304 3807534121875/16777216
4204400053125/16777216 -820112990625/33554432 2743582284375/16777216 15855046875/4194304
67726846875/4194304 -5045281509375/33554432 3245260471875/16777216 3502539853125/16777216
-2024386734375/16777216 6239872265625/33554432 -4492171378125/16777216 -8096379534375/33554432
2154925584375/33554432 -1870773215625/8388608 -8721985453125/33554432 -5074936265625/33554432
6918217396875/33554432 247326571875/16777216 302655534375/8388608 9253929290625/33554432
8233588828125/33554432 -2035807153125/8388608 3165420065625/16777216 -409740571875/33554432
704300071875/33554432 3550831809375/33554432 -3498166490625/16777216 -9227422453125/33554432
-80178009375/16777216 -1377907453125/8388608 -1478202215625/16777216 -8314685596875/33554432
-155334759375/524288 -6865556034375/33554432 -626845809375/8388608 -7796638415625/33554432
-4131735421875/16777216 4147957471875/16777216 -6231802078125/33554432 -4478746996875/16777216
-4778080753125/16777216 4157047978125/16777216 -385305796875/4194304 -1098069778125/33554432
-3511921059375/33554432 3401340346875/16777216 2329740403125/8388608 5641010278125/33554432
9086019515625/33554432 140755884375/16777216 5429944884375/33554432 -236020734375/4194304
255338521875/4194304 3877379259375/33554432 -9200286571875/33554432 -419067309375/8388608
8012209078125/33554432 9389188940625/33554432 3494403384375/33554432 5945616478125/33554432
375861834375/16777216 6452986040625/33554432 -1628288878125/16777216 7302362803125/33554432
5621519559375/33554432 -1138275253125/8388608 -2281497478125/33554432 -8365705040625/33554432
-2116739559375/33554432 -1037307234375/4194304 -3080502346875/16777216 -939869090625/16777216
6365304853125/33554432 -517505015625/33554432 2850155859375/16777216 10056735609375/33554432
-6365701715625/33554432 -1089263671875/33554432 2483023490625/33554432 1190274759375/33554432
-2508220865625/33554432 4082615015625/33554432 6075546346875/33554432 -1140991828125/16777216
-962049440625/4194304 35620809375/524288 -2848598596875/16777216 -1130376178125/16777216
-6675388134375/33554432 4388407509375/16777216 3887713640625/16777216 4868694196875/16777216
84504590625/1048576 -4086328959375/33554432 5231386246875/33554432 3625994428125/33554432
-1559951053125/33554432 9794720146875/33554432 -104723971875/2097152 -2409051609375/16777216
-7128878559375/33554432 -7799285390625/33554432 -4957150378125/16777216 -2001901096875/8388608
-372619903125/2097152 8782835653125/33554432 -306762215625/8388608 -8806524984375/33554432
4558235821875/33554432 -1345403315625/33554432 3885441271875/33554432 7357317946875/33554432
1938038446875/16777216 2515010709375/16777216 -264034603125/2097152 7916935640625/33554432
2441656490625/33554432 9019125928125/33554432 -9997368796875/33554432 -3260128021875/33554432
2006419471875/8388608 9665925684375/33554432 1268649253125/8388608 -586145596875/2097152
-7124489071875/33554432 2383503815625/8388608 503789690625/33554432 -412837209375/4194304
367304484375/33554432 -215627015625/16777216 -350401940625/8388608 -1196387690625/4194304
-1280507896875/16777216 19578928125/2097152 -2298283959375/33554432 -1163278771875/16777216
507278821875/4194304 2224424859375/16777216 -3311063840625/33554432 4678330771875/16777216
7963361840625/33554432 308664290625/1048576 22319203125/1048576 -2492932603125/33554432
-6835527909375/33554432 -211772053125/2097152 -1265831221875/16777216 4791209390625/16777216
1200368596875/33554432 310997428125/8388608 -2106226378125/8388608 6597753440625/33554432
6476855671875/33554432 -4486275346875/16777216 -3160209515625/16777216 3667460859375/16777216
746969690625/8388608 3903586509375/16777216 -6177358396875/33554432 142046353125/4194304
4945528828125/16777216 -4090360771875/16777216 176336390625/8388608 8094537046875/33554432
3119818528125/33554432 -171008915625/33554432 -692868928125/8388608 2046096496875/16777216
-2908261734375/33554432 2876990184375/16777216 -8427514846875/33554432 -1369680796875/8388608
-587809884375/2097152 -2816334478125/33554432 6729621478125/33554432 -2205429159375/8388608
297154284375/1048576 -2437274128125/33554432 1041975984375/33554432 -1639125965625/16777216
-466381171875/16777216 232660659375/33554432 330653259375/33554432 -2698652165625/16777216
-4502790928125/33554432 9426315778125/33554432 -307194515625/1048576 -4151671678125/16777216
7812536690625/33554432 1912233496875/16777216 2938902140625/16777216 -4640466965625/33554432
364147284375/2097152 -4901995940625/33554432 -387193359375/8388608 9504787996875/33554432
1054466053125/16777216 -7360615940625/33554432 3310142296875/33554432 -6698594428125/33554432
-4123752478125/16777216 -7522426190625/33554432 7004749734375/33554432 -7514573559375/33554432
5775969684375/33554432 279936421875/4194304 3127097278125/33554432 5032522415625/33554432
-804979621875/4194304 6120206896875/33554432 -4358920584375/33554432 -1878607959375/8388608
-1460791603125/8388608 -1314799190625/16777216 673768584375/33554432 -9866659209375/33554432
2760416334375/16777216 -4564151728125/16777216 1141095553125/4194304 7863534478125/33554432
-135717815625/524288 -630830521875/8388608 -2752634559375/16777216 -9995165953125/33554432
-739588865625/16777216 -3552110090625/33554432 4992023353125/16777216 8277894890625/33554432
652042828125/4194304 4522682859375/16777216 -1005838865625/4194304 7023672834375/33554432
-1747106278125/33554432 -6175622671875/33554432 -1963205428125/33554432 748929103125/33554432
1269914765625/8388608 -8855355103125/33554432 447063234375/2097152 -868024565625/8388608
95393915625/1048576 2989442221875/33554432 -4920583434375/16777216 4451386490625/16777216
1384053515625/33554432 -145290853125/1048576 1918188515625/16777216 -5756010028125/33554432
2301503634375/16777216 4438989421875/33554432 -56728771875/16777216 -2539232015625/16777216
-254210840625/16777216 4063354246875/33554432 -2495591390625/33554432 -4197745378125/16777216
-1542911409375/33554432 4696152815625/33554432 8076477703125/33554432 -9157383290625/33554432
-2028084459375/33554432 -1050966871875/33554432 1883178065625/33554432 8234665040625/33554432
-2294349084375/33554432 -2169700884375/8388608 -8701444284375/33554432 2017418784375/16777216
-460131271875/33554432 123227521875/16777216 -8523055734375/33554432 -7290655678125/33554432
-375413765625/2097152 -7113516084375/33554432 -438714853125/4194304 9367930940625/33554432
550584328125/16777216 -1734075403125/8388608 1207536796875/8388608 -24854671875/131072
1607408840625/33554432 3686071678125/16777216 -289863515625/8388608 -2479412803125/16777216
-7354640053125/33554432 8763871875/2097152 -5969657296875/33554432 -5027259703125/33554432
-3363794390625/33554432 5401776271875/33554432 1652431978125/16777216 -2081207446875/8388608
4444206496875/16777216 850219790625/8388608 2115065484375/16777216 1538582315625/16777216
3672160228125/16777216 7691172178125/33554432 -1386360965625/16777216 -1198884328125/4194304
-9349779665625/33554432 -5348494621875/33554432 112474228125/1048576 -187199371875/8388608
353246653125/8388608 199048771875/16777216 7024236834375/33554432 6951379809375/33554432
5720827284375/33554432 -3738211490625/16777216 323885915625/33554432 7870670240625/33554432
